sequence_id,frame_num,viewpoint,Head_x,Head_y,L_Sho_x,L_Sho_y,R_Sho_x,R_Sho_y,L_Elb_x,L_Elb_y,R_Elb_x,R_Elb_y,L_Wri_x,L_Wri_y,R_Wri_x,R_Wri_y,L_Hip_x,L_Hip_y,R_Hip_x,R_Hip_y,L_Kne_x,L_Kne_y,R_Kne_x,R_Kne_y,L_Ank_x,L_Ank_y,R_Ank_x,R_Ank_y
0623,405,back,179.596,48.904,169.149,61.565,148.205,62.939,261.772,25.275,131.172,47.204,270.0,80.667,139.596,110.904,146.0,112.667,92.667,48.667,136.0,83.333,137.091,89.182,52.0,151.333,176.0,197.333
0623,406,back,179.641,49.026,169.281,61.876,148.349,63.042,261.037,26.296,131.351,47.407,269.333,81.333,139.641,111.026,146.667,112.667,93.333,49.333,137.333,82.0,137.394,88.788,54.667,151.333,176.0,197.333
0623,407,back,179.686,49.147,169.412,62.186,148.492,63.144,260.302,27.317,131.531,47.611,268.667,82.0,139.686,111.147,146.667,112.667,94.0,49.333,137.333,80.667,137.697,88.394,56.667,152.0,175.333,196.667
0623,408,back,179.731,49.269,169.544,62.497,148.635,63.247,259.566,28.339,131.71,47.814,268.0,82.667,139.731,111.269,146.667,112.667,94.667,49.333,138.0,80.0,138.0,88.0,58.667,152.667,175.333,196.667
0623,409,back,179.776,49.391,169.675,62.808,148.778,63.35,258.831,29.36,131.889,48.018,267.333,84.0,139.776,111.391,147.333,112.667,94.667,49.333,138.0,78.667,138.303,87.606,59.333,152.667,175.333,196.0
0623,410,back,179.821,49.513,169.806,63.118,148.921,63.453,258.095,30.381,132.069,48.221,266.0,84.667,139.821,111.513,147.333,113.333,95.333,49.333,138.667,78.0,138.606,87.212,60.667,153.333,175.333,196.0
0623,411,back,179.865,49.635,169.938,63.429,149.065,63.556,257.36,31.402,132.248,48.424,265.333,85.333,139.865,111.635,147.333,113.333,95.333,49.333,138.0,78.0,138.909,86.818,62.0,154.0,174.667,196.0
0623,412,back,179.91,49.756,170.069,63.74,149.208,63.659,256.624,32.423,132.428,48.628,264.667,86.0,139.91,111.756,147.333,113.333,95.333,49.333,138.0,78.0,139.212,86.424,62.667,155.333,174.0,195.333
0623,413,back,179.955,49.878,170.201,64.05,149.351,63.762,255.889,33.444,132.607,48.831,264.0,86.667,139.955,111.878,148.0,113.333,95.333,50.0,138.0,78.0,139.515,86.03,63.333,157.333,172.667,195.333
0623,414,back,180.0,50.0,170.332,64.361,149.494,63.865,255.153,34.466,132.787,49.035,263.333,87.333,140.0,112.0,148.0,113.333,96.0,50.0,138.0,78.0,139.818,85.636,64.0,158.667,172.0,194.667
0623,415,back,180.045,50.122,170.464,64.671,149.637,63.968,254.418,35.487,132.966,49.238,262.667,88.667,140.045,112.122,148.0,114.0,96.0,50.0,138.0,78.0,140.121,85.242,64.667,160.667,170.667,194.667
0623,416,back,180.09,50.244,170.595,64.982,149.78,64.071,253.683,36.508,133.146,49.442,262.0,89.333,140.09,112.244,148.667,114.0,95.333,50.0,138.0,78.0,140.424,84.848,65.333,162.0,170.0,194.667
0623,417,back,180.135,50.365,170.726,65.293,149.924,64.173,252.947,37.529,133.325,49.645,260.667,90.0,140.135,112.365,148.667,114.0,94.667,50.0,137.333,78.0,140.727,84.455,66.667,164.0,168.667,194.0
0623,418,back,180.179,50.487,170.858,65.603,150.067,64.276,252.212,38.55,133.505,49.848,260.0,90.667,140.179,112.487,148.667,114.0,94.667,50.0,137.333,78.0,141.03,84.061,68.0,165.333,168.0,194.0
0623,419,back,180.224,50.609,170.989,65.914,150.21,64.379,251.476,39.571,133.684,50.052,259.333,91.333,140.224,112.609,148.667,114.667,94.0,50.0,137.333,78.667,141.333,83.667,70.0,167.333,167.333,193.333
0623,420,back,180.269,50.731,171.121,66.225,150.353,64.482,250.741,40.593,133.863,50.255,258.667,92.667,140.269,112.731,149.333,114.667,93.333,50.667,137.333,78.0,141.636,83.273,72.0,168.667,166.0,193.333
0623,421,back,180.314,50.853,171.252,66.535,150.496,64.585,250.005,41.614,134.043,50.459,258.0,93.333,140.314,112.853,149.333,114.667,92.0,50.667,136.667,78.667,141.939,82.879,72.667,170.667,165.333,192.667
0623,422,back,180.359,50.974,171.384,66.846,150.639,64.688,249.27,42.635,134.222,50.662,257.333,94.0,140.359,112.974,149.333,114.667,90.667,50.667,136.667,78.667,142.242,82.485,71.333,172.0,164.667,192.667
0623,423,back,180.404,51.096,171.515,67.157,150.783,64.791,248.534,43.656,134.402,50.866,256.667,94.667,140.404,113.096,149.333,114.667,89.333,50.667,137.333,78.667,142.545,82.091,69.333,174.667,163.333,192.0
0623,424,back,180.449,51.218,171.646,67.467,150.926,64.894,247.799,44.677,134.581,51.069,255.333,95.333,140.449,113.218,150.0,115.333,88.0,50.667,134.0,78.0,142.848,81.697,68.0,176.0,162.667,192.0
0623,425,back,180.494,51.34,171.778,67.778,151.069,64.997,247.063,45.698,134.761,51.272,255.333,96.0,140.494,113.34,150.0,115.333,86.0,50.667,131.333,78.0,143.152,81.303,66.0,178.0,161.333,192.0
0623,426,back,180.538,51.462,171.909,68.088,151.212,65.1,246.328,46.72,134.94,51.476,254.667,97.333,140.538,113.462,150.0,115.333,84.0,51.333,128.667,77.333,143.455,80.909,64.667,180.667,160.667,191.333
0623,427,back,180.583,51.583,172.041,68.399,151.355,65.203,245.593,47.741,135.12,51.679,254.0,98.0,140.583,113.583,150.667,115.333,81.333,52.667,126.0,76.667,143.758,80.515,63.333,182.0,159.333,191.333
0623,428,back,180.628,51.705,172.172,68.71,151.498,65.305,244.857,48.762,135.299,51.883,252.667,98.667,140.628,113.705,150.667,115.333,79.333,53.333,121.333,76.667,144.061,80.121,62.667,184.0,158.667,191.333
0623,429,back,180.673,51.827,172.303,69.02,151.642,65.408,244.122,49.783,135.478,52.086,252.0,99.333,140.673,113.827,150.667,116.0,77.333,54.0,114.0,76.667,144.364,79.727,61.333,186.0,158.0,190.667
0623,430,back,180.718,51.949,172.435,69.331,151.785,65.511,243.386,50.804,135.658,52.289,251.333,100.0,140.718,113.949,150.667,116.0,74.667,54.667,106.667,76.667,144.667,79.333,60.667,188.0,157.333,190.667
0623,431,back,180.763,52.071,172.566,69.642,151.928,65.614,242.651,51.825,135.837,52.493,250.667,101.333,140.763,114.071,151.333,116.0,93.556,72.667,99.333,76.667,142.667,80.0,59.333,189.333,156.667,190.667
0623,432,back,180.808,52.192,172.698,69.952,152.071,65.717,241.915,52.847,136.017,52.696,250.0,102.0,140.808,114.192,151.333,116.0,112.444,90.667,93.333,71.333,139.333,81.333,58.667,190.667,155.333,190.667
0623,433,back,180.853,52.314,172.829,70.263,152.214,65.82,241.18,53.868,136.196,52.9,249.333,102.667,140.853,114.314,151.333,116.0,131.333,108.667,88.0,69.333,138.0,79.333,57.333,192.0,154.667,190.667
0623,434,back,180.897,52.436,172.961,70.573,152.358,65.923,240.444,54.889,136.376,53.103,248.667,103.333,140.897,114.436,152.0,116.667,132.0,109.333,84.0,67.333,134.667,80.0,56.667,193.333,154.0,190.667
0623,435,back,180.942,52.558,173.092,70.884,152.501,66.026,239.709,55.91,136.555,53.307,247.333,104.0,140.942,114.558,152.0,116.667,132.0,109.333,78.667,67.333,131.333,82.0,54.667,194.667,180.667,188.0
0623,436,back,180.987,52.679,173.223,71.195,152.644,66.129,238.974,56.931,136.735,53.51,246.667,104.667,140.987,114.679,152.0,116.667,132.0,109.333,74.0,68.0,129.333,81.333,52.667,196.0,180.667,188.0
0623,437,back,181.032,52.801,173.355,71.505,152.787,66.232,238.238,57.952,136.914,53.713,246.0,106.0,141.032,114.801,152.0,116.667,132.0,109.333,69.333,74.667,126.0,84.0,50.667,196.667,180.667,188.0
0623,438,back,181.077,52.923,173.486,71.816,152.93,66.334,237.503,58.974,137.093,53.917,245.333,106.667,141.077,114.923,152.667,117.333,102.667,52.0,64.0,76.667,122.0,86.0,50.0,197.333,180.667,188.0
0623,439,back,181.122,53.045,173.618,72.127,153.073,66.437,236.767,59.995,137.273,54.12,244.667,107.333,141.122,115.045,152.667,117.333,101.333,52.0,58.667,78.0,118.667,87.333,48.667,198.0,180.667,188.0
0623,440,back,181.167,53.167,173.749,72.437,153.217,66.54,236.032,61.016,137.452,54.324,244.0,108.0,141.167,115.167,152.667,117.333,98.667,52.0,54.0,80.0,118.869,88.827,50.0,198.667,180.667,188.0
0623,441,back,181.212,53.288,173.881,72.748,153.36,66.643,235.296,62.037,137.632,54.527,243.333,108.667,141.212,115.288,152.556,117.752,97.333,52.667,52.0,82.0,119.072,90.321,50.667,199.333,180.667,188.0
0623,442,back,181.256,53.41,174.012,73.059,153.503,66.746,234.561,63.058,137.811,54.731,242.0,109.333,141.256,115.41,152.444,118.171,94.667,52.667,50.667,83.333,119.274,91.814,52.667,198.667,180.667,188.0
0623,443,back,181.301,53.532,174.143,73.369,153.646,66.849,233.825,64.079,137.991,54.934,241.333,110.667,141.301,115.532,152.333,118.59,94.947,53.816,60.0,81.333,119.477,93.308,51.333,200.667,180.667,188.0
0623,444,back,181.346,53.654,174.275,73.68,153.789,66.952,233.09,65.101,138.17,55.137,240.667,111.333,141.346,115.654,152.222,119.009,95.228,54.965,70.0,78.667,119.679,94.802,50.667,200.0,179.904,188.73
0623,445,back,181.391,53.776,174.406,73.99,153.932,67.055,232.354,66.122,138.35,55.341,240.0,112.0,141.391,115.776,152.111,119.427,95.509,56.114,79.333,76.667,119.882,96.295,50.0,200.0,179.142,189.459
0623,446,back,181.436,53.897,174.538,74.301,154.076,67.158,231.619,67.143,138.529,55.544,239.333,112.667,141.436,115.897,152.0,119.846,95.789,57.263,40.0,77.333,120.084,97.789,49.333,199.333,178.379,190.189
0623,447,back,181.481,54.019,174.669,74.612,154.219,67.261,230.884,68.164,138.709,55.748,238.667,113.333,141.481,116.019,151.889,120.265,96.07,58.412,38.667,79.333,120.287,99.283,49.333,199.333,177.616,190.919
0623,448,back,181.526,54.141,174.8,74.922,154.362,67.363,230.148,69.185,138.888,55.951,238.0,114.667,141.526,116.141,151.778,120.684,96.351,59.561,38.0,80.667,120.489,100.776,48.667,199.333,176.854,191.648
0623,449,back,181.571,54.263,174.932,75.233,154.505,67.466,229.413,70.206,139.067,56.154,236.667,115.333,141.571,116.263,151.667,121.103,96.632,60.711,36.667,82.0,120.692,102.27,48.0,198.667,176.091,192.378
0623,450,back,181.615,54.385,175.063,75.544,154.648,67.569,228.677,71.228,139.247,56.358,236.0,116.0,141.615,116.385,151.556,121.521,96.912,61.86,36.0,82.667,120.895,103.764,48.0,198.667,175.329,193.108
0623,451,back,181.66,54.506,175.195,75.854,154.792,67.672,227.942,72.249,139.426,56.561,235.333,116.667,141.66,116.506,151.444,121.94,97.193,63.009,34.667,84.0,121.097,105.257,47.333,198.667,174.566,193.837
0623,452,back,181.705,54.628,175.326,76.165,154.935,67.775,227.206,73.27,139.606,56.765,234.667,117.333,141.705,116.628,151.333,122.359,97.474,64.158,34.0,85.333,121.3,106.751,46.667,198.0,173.804,194.567
0623,453,back,181.75,54.75,175.458,76.476,155.078,67.878,226.471,74.291,139.785,56.968,234.0,118.0,141.75,116.75,151.222,122.778,97.754,65.307,33.333,86.667,121.502,108.245,46.667,198.0,173.041,195.297
0623,454,back,181.795,54.872,175.589,76.786,155.221,67.981,225.735,75.312,139.965,57.172,233.333,119.333,141.795,116.872,151.111,123.197,98.035,66.456,32.667,86.667,121.705,109.738,46.0,198.0,172.278,196.026
0623,455,back,181.84,54.994,175.72,77.097,155.364,68.084,225.0,76.333,140.144,57.375,232.667,120.0,141.84,116.994,151.0,123.615,98.316,67.605,32.0,87.333,121.907,111.232,44.667,197.333,171.516,196.756
0623,456,back,181.885,55.115,175.852,77.407,155.507,68.187,224.265,77.354,140.324,57.578,232.0,120.667,141.885,117.115,150.889,124.034,98.596,68.754,31.333,87.333,122.11,112.726,42.667,196.667,170.753,197.486
0623,457,back,181.929,55.237,175.983,77.718,155.651,68.29,223.529,78.376,140.503,57.782,231.333,121.333,141.929,117.237,150.778,124.453,98.877,69.904,33.43,89.624,122.312,114.219,41.333,196.667,169.991,198.215
0623,458,back,181.974,55.359,176.115,78.029,155.794,68.393,222.794,79.397,140.682,57.985,230.667,122.0,141.974,117.359,150.667,124.872,99.158,71.053,35.527,91.914,122.515,115.713,39.333,196.0,169.228,198.945
0623,459,back,182.019,55.481,176.246,78.339,155.937,68.495,222.058,80.418,140.862,58.189,230.0,123.333,142.019,117.481,150.556,125.291,99.439,72.202,37.624,94.204,122.717,117.207,38.0,196.0,168.466,199.675
0623,460,back,182.064,55.603,176.378,78.65,156.08,68.598,221.323,81.439,141.041,58.392,219.333,127.333,142.064,117.603,150.444,125.709,99.719,73.351,39.72,96.495,122.92,118.7,36.0,195.333,167.703,200.404
0623,461,back,182.109,55.724,176.509,78.961,156.223,68.701,220.587,82.46,141.221,58.596,218.667,128.0,142.109,117.724,150.333,126.128,100.0,74.5,41.817,98.785,123.122,120.194,32.667,192.0,166.94,201.134
0623,462,back,182.154,55.846,176.64,79.271,156.366,68.804,219.852,83.481,141.4,58.799,218.667,128.0,142.154,117.846,150.222,126.547,100.281,75.649,43.914,101.075,123.325,121.688,34.342,192.882,166.178,201.864
0623,463,back,182.199,55.968,176.772,79.582,156.51,68.907,219.116,84.503,141.58,59.002,218.0,128.667,142.199,117.968,150.111,126.966,100.561,76.798,46.011,103.366,123.527,123.181,36.017,193.765,165.415,202.593
0623,464,back,182.244,56.09,176.903,79.892,156.653,69.01,218.381,85.524,141.759,59.206,217.333,128.667,142.244,118.09,150.0,127.385,100.842,77.947,48.108,105.656,123.73,124.675,37.692,194.647,164.653,203.323
0623,465,back,182.288,56.212,177.035,80.203,156.796,69.113,217.646,86.545,141.939,59.409,217.333,129.333,142.288,118.212,149.889,127.803,101.123,79.096,50.204,107.946,123.932,126.169,39.367,195.529,163.89,204.053
0623,466,back,182.333,56.333,177.166,80.514,156.939,69.216,216.91,87.566,142.118,59.613,216.667,129.333,142.333,118.333,149.778,128.222,101.404,80.246,52.301,110.237,124.135,127.662,41.042,196.412,163.128,204.782
0623,467,back,182.378,56.455,177.297,80.824,157.082,69.319,216.175,88.587,142.297,59.816,216.0,130.0,142.378,118.455,149.667,128.641,101.684,81.395,54.398,112.527,124.338,129.156,42.717,197.294,162.365,205.512
0623,468,back,182.423,56.577,177.429,81.135,157.225,69.422,215.439,89.608,142.477,60.019,216.0,130.0,142.423,118.577,149.556,129.06,101.965,82.544,56.495,114.817,124.54,130.65,44.392,198.176,161.602,206.242
0623,469,back,182.468,56.699,177.56,81.446,157.369,69.524,214.704,90.63,142.656,60.223,215.333,130.667,142.468,118.699,149.444,129.479,102.246,83.693,58.591,117.108,124.743,132.143,46.067,199.058,160.84,206.971
0623,470,back,182.513,56.821,177.692,81.756,157.512,69.627,213.968,91.651,142.836,60.426,214.667,130.667,142.513,118.821,149.333,129.897,102.526,84.842,60.688,119.398,124.945,133.637,47.742,199.941,160.077,207.701
0623,471,back,182.558,56.942,177.823,82.067,157.655,69.73,213.233,92.672,143.015,60.63,214.667,131.333,142.558,118.942,149.222,130.316,102.807,85.991,62.785,121.688,125.148,135.131,49.417,200.823,159.315,208.431
0623,472,back,182.603,57.064,177.955,82.378,157.798,69.833,212.497,93.693,143.195,60.833,214.0,132.0,142.603,119.064,149.111,130.735,103.088,87.14,64.882,123.978,125.35,136.624,51.092,201.705,158.552,209.161
0623,473,back,182.647,57.186,178.086,82.688,157.941,69.936,211.762,94.714,143.374,61.037,214.0,132.0,142.647,119.186,149.0,131.154,103.368,88.289,66.978,126.269,125.553,138.118,52.768,202.588,157.79,209.89
0623,474,back,182.692,57.308,178.217,82.999,158.085,70.039,211.026,95.735,143.554,61.24,213.333,132.667,142.692,119.308,148.889,131.573,103.649,89.439,69.075,128.559,125.755,139.612,54.443,203.47,157.027,210.62
0623,475,back,182.737,57.429,178.349,83.309,158.228,70.142,210.291,96.757,143.733,61.443,212.667,132.667,142.737,119.429,148.778,131.991,103.93,90.588,71.172,130.849,125.958,141.105,56.118,204.352,156.265,211.35
0623,476,back,182.782,57.551,178.48,83.62,158.371,70.245,209.556,97.778,143.912,61.647,212.667,133.333,142.782,119.551,148.667,132.41,104.211,91.737,73.269,133.14,126.16,142.599,57.793,205.235,155.502,212.079
0623,477,back,182.827,57.673,178.612,83.931,158.514,70.348,208.82,98.799,144.092,61.85,212.0,133.333,142.827,119.673,148.556,132.829,104.491,92.886,75.366,135.43,126.363,144.093,59.468,206.117,154.739,212.809
0623,478,back,182.872,57.795,178.743,84.241,158.657,70.451,208.085,99.82,144.271,62.054,211.333,134.0,142.872,119.795,148.444,133.248,104.772,94.035,77.462,137.72,126.565,145.586,61.143,206.999,153.977,213.539
0623,479,back,182.917,57.917,178.875,84.552,158.8,70.554,207.349,100.841,144.451,62.257,211.333,134.0,142.917,119.917,148.333,133.667,105.053,95.184,79.559,140.011,126.768,147.08,62.818,207.881,153.214,214.268
0623,480,back,182.962,58.038,179.006,84.863,158.944,70.656,206.614,101.862,144.63,62.461,219.333,137.333,142.962,120.038,148.222,134.085,105.333,96.333,81.656,142.301,126.97,148.574,64.493,208.764,152.452,214.998
0623,481,back,183.006,58.16,179.137,85.173,159.087,70.759,205.878,102.884,144.81,62.664,218.667,138.0,143.006,120.16,148.111,134.504,105.614,97.482,83.753,144.591,127.173,150.068,66.168,209.646,151.689,215.728
0623,482,back,183.051,58.282,179.269,85.484,159.23,70.862,205.143,103.905,144.989,62.867,218.667,138.667,143.051,120.282,148.0,134.923,105.895,98.632,85.849,146.882,127.376,151.561,67.843,210.528,150.927,216.457
0623,483,back,183.096,58.404,179.4,85.795,159.373,70.965,204.407,104.926,145.169,63.071,218.0,138.667,143.096,120.404,147.889,135.342,106.175,99.781,87.946,149.172,127.578,153.055,69.518,211.411,150.164,217.187
0623,484,back,183.141,58.526,179.532,86.105,159.516,71.068,203.672,105.947,145.348,63.274,218.0,139.333,143.141,120.526,147.778,135.761,106.456,100.93,90.043,151.462,127.781,154.549,71.193,212.293,149.401,217.917
0623,485,back,183.186,58.647,179.663,86.416,159.659,71.171,202.937,106.968,145.528,63.478,217.333,140.0,143.186,120.647,147.667,136.179,106.737,102.079,92.14,153.753,127.983,156.042,72.868,213.175,148.639,218.646
0623,486,back,183.231,58.769,179.795,86.726,159.803,71.274,202.201,107.989,145.707,63.681,217.333,140.0,143.231,120.769,147.556,136.598,107.018,103.228,94.237,156.043,128.186,157.536,74.544,214.058,147.876,219.376
0623,487,back,183.276,58.891,179.926,87.037,159.946,71.377,201.466,109.011,145.886,63.884,217.333,140.667,143.276,120.891,147.444,137.017,107.298,104.377,96.333,158.333,128.388,159.03,76.219,214.94,147.114,220.106
0623,488,back,183.321,59.013,180.057,87.348,160.089,71.48,200.73,110.032,146.066,64.088,216.667,141.333,143.321,121.013,147.333,137.436,107.579,105.526,98.43,160.624,128.591,160.523,77.894,215.822,146.351,220.835
0623,489,back,183.365,59.135,180.189,87.658,160.232,71.583,199.995,111.053,146.245,64.291,216.667,141.333,143.365,121.135,147.222,137.855,107.86,106.675,100.527,162.914,128.793,162.017,79.569,216.704,145.589,221.565
0623,490,back,183.41,59.256,180.32,87.969,160.375,71.685,199.259,112.074,146.425,64.495,216.0,142.0,143.41,121.256,147.111,138.274,108.14,107.825,102.624,165.204,128.996,163.511,81.244,217.587,144.826,222.295
0623,491,back,183.455,59.378,180.452,88.28,160.519,71.788,198.524,113.095,146.604,64.698,216.0,142.0,143.455,121.378,147.0,138.692,108.421,108.974,104.72,167.495,129.198,165.004,82.919,218.469,144.063,223.024
0623,492,back,183.5,59.5,180.583,88.59,160.662,71.891,197.788,114.116,146.784,64.902,215.333,142.667,143.5,121.5,146.889,139.111,108.702,110.123,106.817,169.785,129.401,166.498,84.594,219.351,143.301,223.754
0623,493,back,183.545,59.622,180.714,88.901,160.805,71.994,197.053,115.138,146.963,65.105,215.333,143.333,143.545,121.622,146.778,139.53,108.982,111.272,108.914,172.075,129.603,167.992,86.269,220.234,142.538,224.484
0623,494,back,183.59,59.744,180.846,89.211,160.948,72.097,196.317,116.159,147.143,65.308,203.333,150.667,143.59,121.744,146.667,139.949,109.263,112.421,111.011,174.366,129.806,169.485,87.944,221.116,141.776,225.213
0623,495,back,183.635,59.865,180.977,89.522,161.091,72.2,195.582,117.18,147.322,65.512,202.667,151.333,143.635,121.865,146.556,140.368,109.544,113.57,113.108,176.656,130.008,170.979,89.619,221.998,141.013,225.943
0623,496,back,183.679,59.987,181.109,89.833,161.234,72.303,194.847,118.201,147.501,65.715,202.0,152.0,143.679,121.987,146.444,140.786,109.825,114.719,115.204,178.946,130.211,172.473,91.294,222.881,140.251,226.673
0623,497,back,183.724,60.109,181.24,90.143,161.378,72.406,194.111,119.222,147.681,65.919,201.333,152.667,143.724,122.109,146.333,141.205,110.105,115.868,117.301,181.237,130.414,173.966,92.969,223.763,139.488,227.402
0623,498,back,183.769,60.231,181.372,90.454,161.521,72.509,193.376,120.243,147.86,66.122,200.0,153.333,143.769,122.231,146.222,141.624,110.386,117.018,119.398,183.527,130.616,175.46,94.644,224.645,138.725,228.132
0623,499,back,183.814,60.353,181.503,90.765,161.664,72.612,192.64,121.265,148.04,66.326,199.333,154.0,143.814,122.353,146.111,142.043,110.667,118.167,121.495,185.817,130.819,176.954,96.319,225.528,137.963,228.862
0623,500,back,183.859,60.474,181.634,91.075,161.807,72.714,191.905,122.286,148.219,66.529,198.667,155.333,143.859,122.474,146.0,142.462,110.947,119.316,123.591,188.108,131.021,178.447,97.995,226.41,137.2,229.591
0623,501,back,183.904,60.596,181.766,91.386,161.95,72.817,191.169,123.307,148.399,66.732,198.0,156.0,143.904,122.596,145.889,142.88,111.228,120.465,125.688,190.398,131.224,179.941,99.67,227.292,136.438,230.321
0623,502,back,183.949,60.718,181.897,91.697,162.093,72.92,190.434,124.328,148.578,66.936,197.333,156.667,143.949,122.718,145.778,143.299,111.509,121.614,127.785,192.688,131.426,181.435,101.345,228.174,135.675,231.051
0623,503,back,183.994,60.84,182.029,92.007,162.237,73.023,189.698,125.349,148.758,67.139,196.667,157.333,143.994,122.84,145.667,143.718,111.789,122.763,129.882,194.978,131.629,182.928,103.02,229.057,134.913,231.78
0623,504,back,184.038,60.962,182.16,92.318,162.38,73.126,188.963,126.37,148.937,67.343,196.0,158.667,144.038,122.962,145.556,144.137,112.07,123.912,131.978,197.269,131.831,184.422,104.695,229.939,134.15,232.51
0623,505,back,184.083,61.083,182.292,92.628,162.523,73.229,188.228,127.392,149.116,67.546,194.667,159.333,144.083,123.083,145.444,144.556,112.351,125.061,134.075,199.559,132.034,185.916,106.37,230.821,133.387,233.24
0623,506,back,184.128,61.205,182.423,92.939,162.666,73.332,187.492,128.413,149.296,67.75,194.0,160.0,144.128,123.205,145.333,144.974,112.632,126.211,136.172,201.849,132.236,187.409,108.045,231.704,132.625,233.969
0623,507,back,184.173,61.327,182.554,93.25,162.809,73.435,186.757,129.434,149.475,67.953,193.333,160.667,144.173,123.327,145.222,145.393,112.912,127.36,138.269,204.14,132.439,188.903,109.72,232.586,131.862,234.699
0623,508,back,184.218,61.449,182.686,93.56,162.952,73.538,186.021,130.455,149.655,68.156,192.667,161.333,144.218,123.449,145.111,145.812,113.193,128.509,140.366,206.43,132.641,190.397,111.395,233.468,131.1,235.429
0623,509,back,184.263,61.571,182.817,93.871,163.096,73.641,185.286,131.476,149.834,68.36,192.0,162.0,144.263,123.571,145.0,146.231,113.474,129.658,142.462,208.72,132.844,191.89,113.07,234.351,130.337,236.158
0623,510,back,184.308,61.692,182.949,94.182,163.239,73.744,184.55,132.497,150.014,68.563,191.333,162.667,144.308,123.692,144.889,146.65,113.754,130.807,144.559,211.011,133.046,193.384,114.745,235.233,129.575,236.888
0623,511,back,184.353,61.814,183.08,94.492,163.382,73.846,183.815,133.519,150.193,68.767,190.667,164.0,144.353,123.814,144.778,147.068,114.035,131.956,146.656,213.301,133.249,194.878,116.42,236.115,128.812,237.618
0623,512,back,184.397,61.936,183.211,94.803,163.525,73.949,183.079,134.54,150.373,68.97,189.333,164.667,144.397,123.936,144.667,147.487,114.316,133.105,148.753,215.591,133.451,196.371,118.095,236.997,128.05,238.347
0623,513,back,184.442,62.058,183.343,95.114,163.668,74.052,182.344,135.561,150.552,69.173,188.667,165.333,144.442,124.058,144.556,147.906,114.596,134.254,150.849,217.882,133.654,197.865,119.77,237.88,127.287,239.077
0623,514,back,184.487,62.179,183.474,95.424,163.812,74.155,181.608,136.582,150.731,69.377,188.0,166.0,144.487,124.179,144.444,148.325,114.877,135.404,152.946,220.172,133.857,199.359,121.446,238.762,126.524,239.807
0623,515,back,184.532,62.301,183.606,95.735,163.955,74.258,180.873,137.603,150.911,69.58,187.333,167.333,144.532,124.301,144.333,148.744,115.158,136.553,155.043,222.462,134.059,200.852,123.121,239.644,125.762,240.536
0623,516,back,184.577,62.423,183.737,96.045,164.098,74.361,180.138,138.624,151.09,69.784,186.667,168.0,144.577,124.423,144.222,149.162,115.439,137.702,157.14,224.753,134.262,202.346,124.796,240.527,124.999,241.266
0623,517,back,184.622,62.545,183.869,96.356,164.241,74.464,179.402,139.646,151.27,69.987,186.0,168.667,144.622,124.545,144.111,149.581,115.719,138.851,159.237,227.043,134.464,203.84,126.471,241.409,124.237,241.996
0623,518,back,184.667,62.667,184.0,96.667,164.384,74.567,178.667,140.667,151.449,70.191,185.333,169.333,144.667,124.667,144.0,150.0,116.0,140.0,161.333,229.333,134.667,205.333,128.146,242.291,123.474,242.725
0623,519,back,185.333,62.667,184.667,99.333,165.149,74.548,176.667,141.333,152.251,70.272,184.0,170.667,145.333,124.667,143.333,148.667,115.333,138.667,160.0,227.333,132.667,207.333,130.443,243.052,123.333,243.333
0623,520,back,186.0,63.333,186.0,100.667,165.914,75.196,176.667,141.333,153.052,71.02,183.333,171.333,146.0,125.333,142.667,148.0,114.667,137.333,159.333,223.333,131.333,206.667,132.74,244.479,122.667,243.333
0623,521,back,186.0,64.667,185.333,101.333,166.012,76.51,174.667,143.333,153.186,72.435,182.0,172.667,146.0,126.667,142.667,146.667,114.667,136.667,158.667,220.0,130.0,206.0,134.37,246.573,122.667,243.333
0623,522,back,186.667,66.0,182.667,101.333,166.777,77.825,172.667,144.0,153.988,73.85,178.667,174.667,146.667,128.0,142.0,145.333,113.333,135.333,156.667,216.0,128.0,205.333,136.667,248.667,122.667,243.333
0623,523,back,186.667,66.667,180.667,101.333,166.876,78.472,170.0,144.0,154.122,74.599,175.333,177.333,146.667,128.667,141.333,144.0,113.333,134.667,154.667,212.667,126.0,205.333,138.667,247.333,121.333,244.667
0623,524,back,186.667,67.333,180.0,99.333,166.974,79.12,167.333,142.667,154.257,75.347,172.667,176.0,146.667,129.333,141.333,143.333,112.667,134.0,156.0,208.0,124.667,202.667,138.0,241.333,121.333,243.333
0623,525,back,186.667,68.0,180.0,98.0,167.072,79.768,164.667,141.333,154.391,76.095,170.0,174.667,146.667,130.0,141.333,142.0,112.667,132.667,157.333,203.333,122.667,200.667,138.0,234.667,122.0,242.667
0623,526,back,187.333,68.667,180.0,96.667,167.837,80.416,162.667,137.333,155.193,76.844,167.333,172.0,147.333,130.667,141.333,140.667,113.333,132.0,157.333,197.333,125.333,198.667,135.333,232.0,123.333,240.0
0623,527,back,188.0,69.333,180.667,95.333,168.602,81.063,162.667,127.333,155.994,77.592,161.333,162.0,148.0,131.333,141.333,140.0,114.0,131.333,160.667,196.667,128.0,197.333,136.0,230.0,124.667,238.0
0623,528,back,188.667,70.667,182.0,94.0,169.367,82.378,160.0,118.0,156.795,79.007,158.667,148.667,148.667,132.667,142.0,138.667,114.667,130.667,159.333,192.667,131.333,195.333,137.333,227.333,125.333,235.333
